source_file,issuer,ticker,reporting_person,date_earliest_transaction,tenb5_1_checked,security_title,transaction_date,transaction_code,code_v_flag,shares_amount,action_A_or_D,price,owned_after,ownership_form,indirect_nature,parse_error
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,192.0,D,,11022.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,39.0,D,1129.16,10983.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,89.0,D,,10894.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,138.0,D,,10756.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,28.0,D,1133.07,10728.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,57.0,D,,10671.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,187.0,D,,10484.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,231.0,D,,10253.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,141.0,D,,10112.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,91.0,D,,10021.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,124.0,D,,9897.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,129.0,D,,9768.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,48.0,D,,9720.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,33.0,D,1145.27,9687.0,D,,
wk-form4_1717100974.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,57.0,D,,9630.0,D,,
wk-form4_1717185818.xml,NVIDIA CORP,NVDA,HUDSON DAWN E,2024-05-29,False,Common Stock,2024-05-29,S,,5000.0,D,,45500.0,D,,
wk-form4_1717185896.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-05-29,False,Common Stock,2024-05-29,S,,17000.0,D,,1035133.0,I,By Trust (2),
wk-form4_1717185896.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-05-29,False,Common Stock,2024-05-30,S,,9639.0,D,,1025494.0,I,By Trust (2),
wk-form4_1717185896.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-05-29,False,Common Stock,2024-05-30,S,,300.0,D,,1025194.0,I,By Trust (2),
wk-form4_1717185896.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-05-29,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (5),
wk-form4_1717185896.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-05-29,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1717621281.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-03,False,Common Stock,2024-06-03,S,,4500.0,D,1138.0,1020694.0,I,By Trust (1),
wk-form4_1717621281.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-03,False,Common Stock,2024-06-03,S,,4400.0,D,,1016294.0,I,By Trust (1),
wk-form4_1717621281.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-03,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1717621281.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-03,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,,,,,,,104595.0,D,,
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,222.0,D,,185141.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,200.0,D,,184941.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,300.0,D,,184641.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,500.0,D,,184141.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,200.0,D,,183941.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,600.0,D,,183341.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,500.0,D,,182841.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,700.0,D,,182141.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,1100.0,D,,181041.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,900.0,D,,180141.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,1300.0,D,,178841.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,1161.0,D,,177680.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,2104.0,D,,175576.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,1100.0,D,,174476.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,1130.0,D,,173346.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,419.0,D,,172927.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,402.0,D,,172525.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,400.0,D,,172125.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,500.0,D,,171625.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,400.0,D,,171225.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,200.0,D,,171025.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,200.0,D,,170825.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,431.0,D,,170394.0,I,By Trust (3),
wk-form4_1717621332.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-03,True,Common Stock,2024-06-03,S (1),,31.0,D,1149.93,170363.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,,,,,,,104595.0,D,,
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,400.0,D,,169963.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,1200.0,D,,168763.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,900.0,D,,167863.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,1400.0,D,,166463.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,700.0,D,,165763.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,600.0,D,,165163.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,1001.0,D,,164162.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,1200.0,D,,162962.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,2000.0,D,,160962.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,304.0,D,,160658.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,600.0,D,,160058.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,300.0,D,,159758.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,500.0,D,,159258.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,400.0,D,,158858.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,500.0,D,,158358.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,500.0,D,,157858.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,700.0,D,,157158.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,200.0,D,,156958.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,400.0,D,,156558.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,380.0,D,,156178.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,715.0,D,,155463.0,I,By Trust (3),
wk-form4_1717621363.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-04,True,Common Stock,2024-06-04,S (1),,100.0,D,1165.27,155363.0,I,By Trust (3),
wk-form4_1717794757.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-05,False,Common Stock,2024-06-05,S,,8000.0,D,,1008294.0,I,By Trust (2),
wk-form4_1717794757.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-05,False,Common Stock,2024-06-05,S,,8000.0,D,1199.25,1000294.0,I,By Trust (2),
wk-form4_1717794757.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-05,False,Common Stock,2024-06-05,S,,670.0,D,1219.02,999624.0,I,By Trust (2),
wk-form4_1717794757.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-05,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1717794757.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-05,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,,,,,,,104595.0,D,,
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1175.67,155263.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1178.97,155163.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,154763.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1181.22,154663.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,154263.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,154063.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,300.0,D,,153763.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1189.8,153663.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,500.0,D,,153163.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,300.0,D,,152863.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,152463.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,152263.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,152063.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,900.0,D,,151163.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,1444.0,D,,149719.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,1227.0,D,,148492.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1203.97,148392.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1205.02,148292.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,147892.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,206.0,D,,147686.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,147486.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,147086.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,146886.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,146686.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,248.0,D,,146438.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,500.0,D,,145938.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,100.0,D,1218.11,145838.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,500.0,D,,145338.0,I,By Trust (2),
wk-form4_1717794853.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,400.0,D,,144938.0,I,By Trust (2),
wk-form4_1717794910.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,300.0,D,,144638.0,I,By Trust (3),
wk-form4_1717794910.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,200.0,D,,144438.0,I,By Trust (3),
wk-form4_1717794910.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-05,True,Common Stock,2024-06-05,S (1),,215.0,D,,144223.0,I,By Trust (3),
wk-form4_1718315527.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-11,False,Common Stock,2024-06-11,S,,150000.0,D,,,I,By Trust (3),
wk-form4_1718315527.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-11,False,Common Stock,2024-06-12,S,,320000.0,D,,,I,By Trust (3),
wk-form4_1718315527.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-11,False,Common Stock,,,,,,,,I,By the Envy Trust (5),
wk-form4_1718315527.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-06-11,False,Common Stock,,,,,,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-13,S (1),,15935.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-13,S (1),,57977.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-13,S (1),,46088.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-14,S (1),,6125.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-14,S (1),,12865.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-14,S (1),,22908.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-14,S (1),,62727.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,2024-06-14,S (1),,15375.0,D,,,D,,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,By Trust (11),
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,By Partnership (12),
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,By Irrevocable Trust (13),
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,By Irrevocable Remainder Trust (14),
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,The Lori Lynn Huang 2016 Annuity Trust II Agreement,
wk-form4_1718658038.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-13,True,Common Stock,,,,,,,,I,The Jen-Hsun Huang 2016 Annuity Trust II Agreement,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-17,S (1),,655.0,D,,81238175.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-17,S (1),,24748.0,D,,81213427.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-17,S (1),,38788.0,D,,81174639.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-17,S (1),,49162.0,D,,81125477.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-17,S (1),,6647.0,D,,81118830.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,905.0,D,,81117925.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,16318.0,D,,81101607.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,7255.0,D,,81094352.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,33651.0,D,,81060701.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,19078.0,D,,81041623.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,38066.0,D,,81003557.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,2024-06-18,S (1),,4727.0,D,,80998830.0,D,,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,604832280.0,I,By Trust (13),
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,49489560.0,I,By Partnership (14),
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,22280000.0,I,By Irrevocable Trust (15),
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,50078000.0,I,By Irrevocable Remainder Trust (16),
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,29684280.0,I,The Lori Lynn Huang 2016 Annuity Trust II Agreement,
wk-form4_1718914977.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-06-17,True,Common Stock,,,,,,,29684280.0,I,The Jen-Hsun Huang 2016 Annuity Trust II Agreement,
wk-form4_1718915110.xml,NVIDIA CORP,NVDA,Drell Persis,2024-06-17,False,Common Stock,2024-06-11,G,V,6500.0,D,,,D,,
wk-form4_1718915110.xml,NVIDIA CORP,NVDA,Drell Persis,2024-06-17,False,Common Stock,2024-06-11,G,V,6500.0,A,,,I,The Welch-Drell 2009 Revocable Trust (3),
wk-form4_1718915110.xml,NVIDIA CORP,NVDA,Drell Persis,2024-06-17,False,Common Stock,2024-06-17,G,,8500.0,D,,,I,The Welch-Drell 2009 Revocable Trust (3),
wk-form4_1719001457.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-06-19,False,Common Stock,2024-04-05,G,V,45798.0,D,,104473.0,D,,
wk-form4_1719001457.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-06-19,False,Common Stock,2024-04-05,G,V,45798.0,A,,403946.0,I,By Trust (2),
wk-form4_1719001457.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-06-19,False,Common Stock,2024-06-19,F,,,D,135.58,,D,,
wk-form4_1719001457.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-06-19,False,Common Stock,,,,,,,,I,By Children's Trust (6),
wk-form4_1719002145.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-06-19,True,Common Stock,2024-06-19,F,,,D,135.58,,D,,
wk-form4_1719002145.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-06-19,True,Common Stock,2024-06-21,S (4),,4500.0,D,128.1668,,D,,
wk-form4_1719003020.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-19,False,Common Stock,2024-06-19,F,,,D,135.58,,D,,
wk-form4_1719003020.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-06-19,False,Common Stock,,,,,,,,I,By Trust (4),
wk-form4_1719003608.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-06-19,False,Common Stock,2024-03-22,G,V,14538.0,D,,88348.0,D,,
wk-form4_1719003608.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-06-19,False,Common Stock,2024-03-22,G,V,14538.0,A,,231305.0,I,"The Horne Teter Family Living Trust, dated February 1, 2019 (2)",
wk-form4_1719003608.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-06-19,False,Common Stock,2024-06-19,F,,,D,135.58,,D,,
wk-form4_1719014702.xml,NVIDIA CORP,NVDA,Kress Colette,2024-06-19,True,Common,2024-06-19,F,,,D,135.58,,D,,
wk-form4_1719014702.xml,NVIDIA CORP,NVDA,Kress Colette,2024-06-19,True,Common,2024-06-21,S (4),,7384.0,D,,,D,,
